country_id,gender_id,age_group_id,suicides_per_100k,mhd_prevalence_percent
BEL,BTSX,2,13.65,
MUS,BTSX,1,13.65,
SWE,FMLE,8,13.65,
ISL,BTSX,3,13.67,
GBR,MLE,2,13.67,
JOR,BTSX,8,13.69,
NOR,BTSX,6,13.69,
SAU,MLE,3,13.69,
CHL,BTSX,4,13.7,
TGO,BTSX,3,13.71,
TTO,MLE,6,13.73,
ARM,BTSX,7,13.74,
DJI,BTSX,3,13.74,
GEO,FMLE,8,13.74,
SLE,MLE,3,13.74,
SUR,FMLE,4,13.74,
SEN,BTSX,4,13.75,
KHM,BTSX,6,13.77,
GEO,BTSX,6,13.77,
IND,BTSX,1,13.77,
YEM,MLE,3,13.78,
BLZ,MLE,4,13.79,
BOL,BTSX,5,13.8,
LUX,BTSX,4,13.8,
YEM,MLE,4,13.84,
BRN,BTSX,7,13.85,
CHL,BTSX,7,13.85,
THA,BTSX,7,13.85,
URY,FMLE,5,13.85,
RWA,BTSX,4,13.86,
NZL,BTSX,5,13.87,
SGP,BTSX,5,13.88,
ARG,BTSX,7,13.91,
LCA,MLE,2,13.91,
URY,FMLE,8,13.91,
MDG,FMLE,5,13.92,
NOR,BTSX,7,13.92,
HTI,MLE,2,13.97,
PNG,BTSX,8,13.98,
VUT,BTSX,8,130.2,
LSO,BTSX,5,130.9,
BDI,BTSX,8,131.0,
CIV,MLE,7,131.3,
CAF,MLE,6,131.4,
UGA,MLE,7,131.4,
SUR,BTSX,8,131.6,
LBR,BTSX,8,132.2,
MRT,MLE,8,133.1,
ETH,BTSX,8,133.5,
FSM,MLE,8,138.7,
CMR,MLE,2,14.0,
NLD,BTSX,6,14.01,
EST,FMLE,7,14.03,
HUN,BTSX,3,14.05,
KGZ,BTSX,3,14.05,
KOR,MLE,1,14.05,
THA,MLE,5,14.05,
CHE,MLE,3,14.06,
MUS,BTSX,2,14.07,
LKA,BTSX,1,14.08,
UZB,BTSX,1,14.09,
CZE,BTSX,4,14.1,
AUT,BTSX,3,14.11,
GEO,BTSX,5,14.13,
LBR,FMLE,5,14.13,
PAK,MLE,5,14.14,
MAR,MLE,3,14.16,
DNK,BTSX,4,14.17,
MAR,MLE,4,14.18,
NOR,BTSX,8,14.18,
STP,BTSX,8,14.19,
BIH,BTSX,5,14.2,
IND,FMLE,6,14.2,
DOM,BTSX,7,14.21,
BTN,BTSX,6,14.25,
NZL,BTSX,3,14.25,
NLD,FMLE,7,14.26,
SGP,BTSX,2,14.26,
CYP,BTSX,8,14.27,
NER,BTSX,4,14.27,
KOR,BTSX,1,14.28,
PRK,FMLE,5,14.29,
GEO,MLE,2,14.3,
FSM,FMLE,3,14.3,
MWI,BTSX,4,14.32,
NLD,FMLE,8,14.32,
IRQ,MLE,6,14.33,
MEX,MLE,7,14.33,
AUS,BTSX,2,14.36,
ITA,MLE,6,14.37,
SWE,MLE,1,14.4,
USA,BTSX,1,14.4,
MNG,BTSX,7,14.41,
WSM,BTSX,5,14.42,
AGO,MLE,3,14.44,
BRA,MLE,4,14.44,
PRY,MLE,5,14.44,
WSM,FMLE,7,14.44,
MKD,BTSX,5,14.45,
BWA,FMLE,4,14.46,
ARE,MLE,8,14.47,
MRT,MLE,5,14.48,
SSD,FMLE,6,14.48,
FSM,FMLE,6,14.49,
AUS,BTSX,7,14.51,
CHL,BTSX,8,14.51,
HRV,MLE,2,14.52,
ROU,BTSX,6,14.52,
TUR,MLE,8,14.52,
POL,MLE,1,14.53,
KOR,FMLE,1,14.53,
CPV,FMLE,5,14.55,
DNK,MLE,3,14.56,
HUN,FMLE,7,14.56,
TGO,MLE,2,14.56,
UKR,FMLE,7,14.56,
KIR,FMLE,2,14.58,
UZB,MLE,1,14.58,
BGR,FMLE,8,14.61,
GTM,MLE,2,14.62,
MNE,BTSX,2,14.62,
DJI,FMLE,5,14.63,
EST,BTSX,1,14.64,
SGP,MLE,4,14.64,
NGA,BTSX,5,14.65,
UGA,BTSX,4,14.66,
GBR,MLE,8,14.66,
HND,BTSX,8,14.68,
GTM,MLE,6,14.69,
LBR,BTSX,5,14.72,
MNE,FMLE,5,14.73,
PRY,MLE,6,14.74,
QAT,FMLE,8,14.74,
NIC,MLE,7,14.75,
SLV,MLE,7,14.76,
BEN,FMLE,5,14.8,
LUX,FMLE,7,14.8,
BWA,FMLE,5,14.81,
KHM,FMLE,8,14.82,
GUY,FMLE,5,14.83,
UZB,MLE,5,14.83,
LAO,MLE,6,14.84,
LTU,FMLE,6,14.84,
CPV,FMLE,6,14.86,
ERI,FMLE,4,14.86,
DNK,BTSX,6,14.87,
NLD,MLE,2,14.87,
GHA,MLE,3,14.91,
ROU,BTSX,7,14.91,
EST,FMLE,8,14.92,
ROU,BTSX,4,14.92,
ESP,MLE,5,14.92,
ESP,MLE,6,14.94,
DEU,BTSX,4,14.95,
QAT,MLE,7,14.96,
BWA,BTSX,2,14.98,
MDA,MLE,1,14.98,
PRT,BTSX,5,14.99,
TKM,FMLE,8,14.99,
GAB,MLE,7,140.3,
RWA,MLE,8,141.5,
MLI,MLE,8,144.5,
KIR,MLE,8,146.6,
CAN,BTSX,5,15.0,
IRL,MLE,8,15.0,
BOL,MLE,4,15.01,
MLI,FMLE,5,15.05,
NZL,BTSX,2,15.06,
ESP,MLE,4,15.07,
VUT,FMLE,1,15.1,
SDN,BTSX,8,15.12,
CUB,FMLE,7,15.13,
COD,FMLE,5,15.13,
PRT,BTSX,4,15.14,
SRB,BTSX,5,15.14,
CMR,BTSX,3,15.15,
CAN,MLE,1,15.15,
BLZ,BTSX,2,15.16,
BGR,BTSX,6,15.16,
BDI,MLE,3,15.16,
FSM,FMLE,5,15.16,
MNG,BTSX,5,15.16,
SVK,MLE,2,15.17,
KHM,MLE,5,15.19,
VNM,BTSX,5,15.19,
AZE,MLE,7,15.22,
BRA,MLE,5,15.23,
NZL,BTSX,4,15.24,
SVN,BTSX,2,15.24,
UZB,BTSX,8,15.25,
MDA,BTSX,7,15.3,
GRC,MLE,7,15.32,
ROU,BTSX,5,15.34,
POL,BTSX,4,15.35,
BRA,BTSX,8,15.36,
LKA,FMLE,8,15.36,
FJI,BTSX,1,15.37,
ECU,MLE,5,15.38,
DNK,FMLE,7,15.39,
LBR,MLE,5,15.39,
TKM,MLE,3,15.43,
OMN,MLE,1,15.51,
CHN,FMLE,6,15.56,
MYS,BTSX,6,15.56,
TZA,MLE,4,15.56,
SWZ,FMLE,6,15.58,
SUR,BTSX,1,15.59,
NPL,BTSX,4,15.6,
FJI,MLE,5,15.63,
VNM,FMLE,6,15.63,
GNQ,FMLE,5,15.66,
THA,BTSX,2,15.66,
DEU,BTSX,5,15.68,
PHL,MLE,7,15.69,
WSM,BTSX,6,15.7,
IND,FMLE,2,15.72,
LKA,MLE,1,15.72,
TGO,FMLE,5,15.73,
MNE,MLE,1,15.76,
ARG,MLE,3,15.78,
COM,MLE,4,15.78,
ITA,BTSX,8,15.79,
ARG,MLE,4,15.8,
SGP,MLE,1,15.81,
TTO,MLE,5,15.81,
ARG,BTSX,8,15.83,
MWI,FMLE,6,15.83,
SYC,BTSX,7,15.84,
GMB,MLE,4,15.85,
TLS,MLE,6,15.85,
URY,FMLE,7,15.86,
DEU,MLE,3,15.87,
ISR,MLE,6,15.87,
KEN,FMLE,6,15.87,
PAK,MLE,4,15.89,
ZMB,BTSX,3,15.89,
CHL,MLE,2,15.9,
BFA,FMLE,5,15.91,
JPN,BTSX,3,15.91,
OMN,MLE,7,15.96,
LBN,MLE,8,15.97,
TJK,MLE,7,15.97,
ZMB,BTSX,8,151.7,
CAF,MLE,7,151.8,
COD,BTSX,8,151.8,
SUR,MLE,7,152.9,
SOM,BTSX,8,153.9,
UGA,BTSX,8,155.2,
UKR,MLE,8,156.4,
ERI,BTSX,8,157.3,
KEN,BTSX,8,158.5,
TZA,BTSX,8,159.9,
GTM,MLE,1,16.0,
BHR,MLE,3,16.02,
SRB,MLE,3,16.02,
BGR,MLE,4,16.03,
SLB,BTSX,6,16.03,
GAB,MLE,3,16.04,
MDA,BTSX,3,16.04,
AUS,BTSX,8,16.05,
FIN,BTSX,1,16.05,
MYS,MLE,5,16.05,
HUN,MLE,2,16.06,
OMN,BTSX,8,16.06,
KEN,MLE,3,16.07,
MLT,MLE,3,16.08,
MAR,MLE,5,16.08,
CAN,BTSX,4,16.09,
DEU,BTSX,6,16.09,
SWE,BTSX,3,16.12,
KOR,FMLE,5,16.14,
AUS,BTSX,5,16.15,
BTN,FMLE,7,16.15,
JPN,BTSX,2,16.15,
FJI,MLE,3,16.17,
AUT,MLE,2,16.2,
FRA,FMLE,7,16.21,
ESP,BTSX,7,16.22,
GHA,BTSX,4,16.23,
ISL,BTSX,6,16.25,
CUB,BTSX,4,16.26,
IND,BTSX,5,16.26,
ISR,MLE,5,16.26,
PRK,FMLE,6,16.28,
TZA,FMLE,6,16.28,
CAN,BTSX,2,16.29,
SWE,BTSX,6,16.3,
BHR,MLE,2,16.32,
DOM,MLE,5,16.34,
KGZ,BTSX,7,16.36,
CHE,FMLE,8,16.44,
ECU,MLE,2,16.45,
NLD,BTSX,7,16.47,
NIC,MLE,8,16.47,
LUX,MLE,3,16.51,
MLI,MLE,4,16.51,
SLB,BTSX,5,16.54,
DNK,BTSX,5,16.58,
JPN,BTSX,6,16.62,
ROU,MLE,3,16.66,
GRC,MLE,8,16.67,
FRA,BTSX,6,16.69,
CAN,MLE,6,16.72,
CRI,MLE,2,16.72,
SVN,BTSX,3,16.73,
NIC,MLE,5,16.74,
CPV,BTSX,3,16.77,
TTO,MLE,3,16.77,
PRT,BTSX,6,16.79,
UGA,FMLE,6,16.79,
ISL,BTSX,4,16.8,
IND,FMLE,1,16.8,
ERI,BTSX,3,16.81,
FIN,BTSX,8,16.82,
SLB,BTSX,4,16.83,
DEU,FMLE,8,16.86,
KIR,FMLE,7,16.86,
AZE,FMLE,8,16.87,
ISL,BTSX,5,16.87,
IND,BTSX,4,16.87,
WSM,MLE,4,16.88,
ZWE,MLE,1,16.88,
KGZ,MLE,5,16.92,
ZAF,BTSX,6,16.92,
FJI,BTSX,7,16.93,
NZL,MLE,1,16.94,
BDI,FMLE,5,16.95,
GNB,BTSX,4,16.96,
PAN,MLE,8,16.97,
KAZ,BTSX,1,16.98,
COL,MLE,7,16.99,
GBR,MLE,5,16.99,
GNB,BTSX,8,160.2,
ZWE,MLE,7,160.5,
SWZ,MLE,3,160.7,
MDG,MLE,8,160.7,
RUS,MLE,8,161.1,
AGO,BTSX,8,165.1,
COM,MLE,8,165.3,
GIN,BTSX,8,165.6,
HRV,MLE,8,166.8,
LSO,BTSX,8,167.0,
GHA,BTSX,8,167.4,
SWZ,MLE,4,168.0,
NAM,MLE,8,169.9,
GAB,BTSX,4,17.0,
NOR,BTSX,4,17.03,
NAM,MLE,2,17.06,
ARE,BTSX,8,17.06,
TCD,MLE,3,17.07,
PAK,BTSX,2,17.07,
FIN,BTSX,6,17.08,
GAB,FMLE,6,17.09,
IRN,MLE,8,17.1,
HTI,BTSX,4,17.11,
AUS,MLE,6,17.12,
MOZ,MLE,1,17.12,
NOR,MLE,6,17.12,
LKA,BTSX,4,17.14,
CHE,FMLE,7,17.15,
IDN,FMLE,8,17.16,
AUS,BTSX,3,17.17,
FIN,BTSX,3,17.18,
BLZ,BTSX,7,17.19,
ARG,MLE,1,17.21,
GMB,FMLE,5,17.21,
BIH,MLE,3,17.22,
CZE,BTSX,5,17.23,
KIR,FMLE,1,17.23,
AUT,BTSX,5,17.24,
SAU,MLE,8,17.25,
USA,BTSX,6,17.25,
VUT,FMLE,7,17.26,
NPL,BTSX,6,17.28,
IRL,BTSX,4,17.29,
ISL,BTSX,1,17.32,
BOL,BTSX,6,17.33,
ISR,MLE,8,17.34,
NER,FMLE,5,17.35,
MDA,BTSX,6,17.36,
CPV,MLE,2,17.37,
NLD,BTSX,4,17.37,
COG,BTSX,4,17.38,
TTO,MLE,1,17.38,
GTM,MLE,8,17.39,
MNE,FMLE,6,17.39,
BHR,MLE,7,17.4,
LTU,FMLE,7,17.41,
KOR,FMLE,4,17.41,
SVK,BTSX,6,17.41,
BLR,FMLE,7,17.42,
VNM,FMLE,8,17.43,
IND,BTSX,6,17.45,
HRV,MLE,3,17.53,
DJI,MLE,3,17.57,
NLD,MLE,3,17.57,
JPN,MLE,1,17.59,
NLD,MLE,6,17.6,
TLS,FMLE,8,17.6,
GNB,FMLE,5,17.61,
HTI,BTSX,3,17.62,
TTO,MLE,7,17.62,
BOL,BTSX,7,17.63,
BRA,MLE,6,17.63,
LCA,MLE,4,17.63,
AUS,MLE,1,17.65,
BWA,FMLE,6,17.65,
TZA,BTSX,5,17.65,
COM,BTSX,5,17.66,
CHE,BTSX,4,17.66,
MLT,MLE,4,17.68,
GNB,MLE,3,17.71,
HTI,BTSX,5,17.71,
BWA,MLE,1,17.72,
ECU,MLE,1,17.75,
BTN,MLE,6,17.78,
SVN,FMLE,6,17.78,
BGD,MLE,7,17.8,
BLR,BTSX,2,17.8,
CZE,BTSX,6,17.81,
RUS,BTSX,1,17.81,
LVA,MLE,1,17.84,
POL,BTSX,5,17.86,
SGP,BTSX,7,17.86,
GNQ,BTSX,4,17.87,
SLE,BTSX,4,17.88,
KOR,FMLE,6,17.89,
SYC,MLE,3,17.95,
SWE,BTSX,4,17.97,
DOM,BTSX,8,17.98,
DJI,BTSX,4,17.99,
SLV,MLE,6,17.99,
NER,BTSX,8,170.4,
TCD,BTSX,8,172.2,
MWI,BTSX,8,173.5,
LBR,MLE,8,175.6,
GAB,BTSX,8,177.5,
VNM,FMLE,7,18.03,
ARG,MLE,5,18.05,
ETH,MLE,4,18.05,
SLB,BTSX,7,18.06,
IND,BTSX,3,18.08,
AUT,BTSX,6,18.1,
BLZ,MLE,5,18.12,
CZE,MLE,2,18.13,
FJI,MLE,1,18.13,
NOR,BTSX,5,18.14,
NPL,FMLE,8,18.16,
ARG,MLE,2,18.17,
FIN,BTSX,4,18.18,
GBR,MLE,3,18.19,
TTO,MLE,4,18.21,
FIN,BTSX,7,18.22,
MLI,BTSX,5,18.22,
LUX,MLE,4,18.24,
MAR,MLE,6,18.24,
KOR,FMLE,2,18.25,
COG,FMLE,5,18.26,
BEN,MLE,3,18.27,
NAM,BTSX,3,18.28,
BIH,BTSX,6,18.31,
DNK,FMLE,8,18.32,
VEN,MLE,8,18.32,
FJI,MLE,2,18.33,
WSM,MLE,5,18.33,
CRI,MLE,3,18.34,
NPL,BTSX,5,18.37,
MDA,BTSX,8,18.4,
FIN,BTSX,5,18.41,
NLD,BTSX,5,18.46,
LAO,MLE,7,18.47,
ECU,MLE,6,18.48,
UZB,MLE,3,18.5,
YEM,BTSX,8,18.52,
IRQ,MLE,7,18.54,
LBY,MLE,8,18.54,
THA,BTSX,8,18.54,
IND,BTSX,2,18.56,
BHR,FMLE,8,18.58,
NGA,FMLE,6,18.61,
SYC,MLE,4,18.61,
BDI,BTSX,4,18.63,
NZL,MLE,7,18.63,
ERI,MLE,2,18.64,
AGO,FMLE,6,18.65,
BLZ,MLE,3,18.65,
MNE,BTSX,3,18.65,
BFA,MLE,3,18.68,
NAM,FMLE,7,18.68,
FJI,MLE,6,18.72,
LCA,MLE,3,18.72,
RUS,FMLE,7,18.74,
SVK,BTSX,7,18.74,
COD,BTSX,4,18.76,
UZB,MLE,4,18.76,
BOL,BTSX,8,18.77,
JPN,BTSX,5,18.77,
MRT,FMLE,6,18.78,
GIN,MLE,3,18.79,
KEN,BTSX,4,18.82,
AUS,BTSX,4,18.83,
GEO,MLE,3,18.83,
NOR,MLE,3,18.84,
SRB,BTSX,6,18.84,
WSM,BTSX,3,18.9,
MDG,MLE,4,18.91,
LKA,MLE,2,18.91,
CUB,MLE,3,18.92,
GIN,BTSX,4,18.92,
PAK,MLE,7,18.92,
PRK,BTSX,5,18.95,
MOZ,BTSX,2,18.96,
ZAF,FMLE,3,18.97,
MNE,MLE,8,182.9,
ZWE,BTSX,8,183.9,
BLR,MLE,8,186.3,
COG,BTSX,8,187.0,
LSO,BTSX,3,188.2,
PRK,MLE,8,188.4,
CAF,BTSX,8,189.8,
CHL,MLE,3,19.03,
EGY,MLE,8,19.04,
CRI,MLE,1,19.06,
CHN,BTSX,6,19.07,
WSM,BTSX,7,19.07,
NLD,MLE,7,19.09,
SWE,BTSX,7,19.09,
SUR,MLE,1,19.1,
PAK,MLE,1,19.11,
LSO,FMLE,1,19.13,
MOZ,FMLE,5,19.14,
SWZ,BTSX,1,19.19,
CMR,FMLE,5,19.21,
SYC,BTSX,8,19.21,
PRY,MLE,8,19.24,
PHL,BTSX,8,19.24,
THA,MLE,6,19.24,
NOR,MLE,2,19.26,
VUT,BTSX,4,19.26,
JOR,MLE,8,19.27,
ZMB,FMLE,6,19.3,
CUB,FMLE,8,19.33,
USA,BTSX,3,19.34,
PAK,MLE,3,19.37,
ECU,MLE,7,19.38,
SYC,MLE,5,19.38,
NIC,MLE,6,19.39,
KOR,FMLE,3,19.41,
FRA,BTSX,4,19.43,
USA,BTSX,8,19.44,
EST,MLE,2,19.45,
SWE,BTSX,2,19.48,
LUX,BTSX,6,19.49,
MDG,FMLE,6,19.51,
ISR,MLE,7,19.52,
BGD,BTSX,8,19.53,
NLD,BTSX,8,19.54,
SGP,MLE,2,19.54,
BEN,BTSX,4,19.55,
IRL,MLE,6,19.57,
CRI,MLE,5,19.59,
SGP,MLE,5,19.6,
USA,BTSX,7,19.6,
IRL,MLE,2,19.61,
LUX,BTSX,5,19.61,
NGA,MLE,5,19.62,
SSD,MLE,5,19.62,
SVK,BTSX,4,19.64,
SVK,BTSX,5,19.64,
AUT,BTSX,4,19.65,
SRB,FMLE,7,19.69,
GEO,BTSX,7,19.71,
ZAF,FMLE,2,19.74,
SUR,FMLE,5,19.76,
BEL,FMLE,7,19.78,
HTI,BTSX,6,19.81,
BEL,FMLE,8,19.82,
MEX,MLE,8,19.83,
CZE,BTSX,7,19.85,
SWE,BTSX,5,19.86,
TTO,MLE,2,19.89,
BIH,FMLE,8,19.91,
TON,BTSX,8,19.92,
BEL,FMLE,5,19.95,
USA,BTSX,4,19.98,
GMB,BTSX,8,191.7,
MOZ,MLE,7,196.7,
BRN,FMLE,4,2.0,
DOM,FMLE,1,2.01,
SLV,FMLE,4,2.01,
GEO,FMLE,3,2.01,
IRN,FMLE,5,2.01,
OMN,FMLE,1,2.01,
MDV,BTSX,3,2.02,
MDV,FMLE,6,2.03,
RWA,FMLE,1,2.03,
TLS,FMLE,3,2.03,
CPV,FMLE,2,2.04,
MLI,FMLE,1,2.04,
MLT,FMLE,1,2.04,
CRI,FMLE,5,2.05,
GTM,FMLE,4,2.05,
STP,BTSX,2,2.07,
SYC,FMLE,6,2.07,
TCD,FMLE,2,2.08,
CHL,FMLE,7,2.08,
PAN,FMLE,1,2.08,
CYP,FMLE,3,2.09,
GRC,BTSX,1,2.1,
BLR,FMLE,1,2.11,
ARM,FMLE,7,2.12,
SLV,FMLE,6,2.12,
BGD,FMLE,4,2.13,
COL,FMLE,8,2.13,
GTM,FMLE,3,2.13,
TTO,FMLE,5,2.13,
BGR,FMLE,1,2.14,
GEO,FMLE,1,2.14,
BHR,FMLE,6,2.15,
KWT,BTSX,1,2.15,
BGD,FMLE,6,2.16,
BLZ,FMLE,4,2.16,
SAU,FMLE,6,2.16,
SVK,FMLE,3,2.16,
NAM,FMLE,2,2.17,
MKD,FMLE,1,2.17,
LCA,FMLE,3,2.17,
LCA,FMLE,5,2.17,
COL,FMLE,2,2.18,
IRN,FMLE,4,2.18,
SSD,FMLE,3,2.18,
TUN,FMLE,1,2.18,
NIC,FMLE,3,2.19,
ROU,FMLE,2,2.19,
TKM,FMLE,3,2.19,
DOM,FMLE,2,2.2,
LBN,FMLE,3,2.2,
BLZ,FMLE,1,2.21,
GNB,FMLE,1,2.22,
BHS,FMLE,8,2.23,
NIC,FMLE,2,2.23,
EGY,FMLE,4,2.24,
SAU,FMLE,5,2.24,
VEN,BTSX,4,2.24,
LBR,FMLE,2,2.25,
NAM,FMLE,1,2.25,
SYR,BTSX,1,2.25,
TLS,FMLE,2,2.25,
POL,FMLE,2,2.26,
ESP,FMLE,2,2.26,
SLV,FMLE,7,2.28,
MDV,BTSX,4,2.28,
HND,BTSX,3,2.29,
LCA,FMLE,4,2.3,
DZA,BTSX,5,2.32,
MKD,FMLE,3,2.32,
ISL,FMLE,5,2.33,
JOR,FMLE,6,2.33,
OMN,FMLE,6,2.33,
DOM,FMLE,4,2.34,
GTM,FMLE,5,2.34,
MLI,FMLE,2,2.34,
POL,FMLE,1,2.34,
AZE,FMLE,5,2.35,
CAF,FMLE,1,2.35,
GHA,FMLE,4,2.35,
JOR,MLE,1,2.35,
RWA,FMLE,2,2.35,
ZMB,FMLE,2,2.35,
COG,FMLE,2,2.36,
GRC,FMLE,3,2.36,
SEN,FMLE,2,2.36,
HND,FMLE,6,2.37,
STP,BTSX,3,2.37,
TZA,FMLE,3,2.37,
SOM,FMLE,1,2.38,
HND,MLE,1,2.39,
JAM,MLE,1,2.39,
TKM,FMLE,4,2.39,
TUR,FMLE,1,2.4,
UZB,FMLE,5,2.4,
BGR,FMLE,2,2.42,
JOR,BTSX,2,2.42,
NER,FMLE,2,2.42,
BDI,FMLE,1,2.43,
LBN,FMLE,1,2.43,
LBN,FMLE,6,2.43,
SLB,FMLE,1,2.43,
TGO,FMLE,1,2.43,
TUR,FMLE,7,2.43,
GMB,FMLE,2,2.45,
OMN,FMLE,7,2.45,
MDA,FMLE,1,2.45,
SSD,BTSX,1,2.45,
IRN,FMLE,6,2.46,
ISR,FMLE,4,2.46,
STP,MLE,1,2.46,
GAB,FMLE,3,2.47,
HRV,FMLE,1,2.48,
TUN,FMLE,6,2.48,
TTO,FMLE,4,2.49,
VEN,BTSX,3,2.49,
HRV,FMLE,2,2.5,
GRC,FMLE,6,2.5,
ERI,FMLE,2,2.51,
IRQ,FMLE,1,2.51,
JAM,FMLE,7,2.52,
PNG,FMLE,4,2.52,
PER,FMLE,7,2.52,
CYP,FMLE,7,2.53,
PER,FMLE,1,2.54,
BHS,FMLE,2,2.56,
LBN,FMLE,2,2.56,
MMR,FMLE,6,2.56,
SRB,FMLE,2,2.56,
DZA,FMLE,1,2.57,
IDN,BTSX,1,2.57,
VCT,MLE,1,2.57,
MRT,MLE,1,2.58,
ECU,FMLE,4,2.61,
VEN,BTSX,2,2.61,
MDV,FMLE,7,2.62,
TTO,FMLE,6,2.62,
CRI,FMLE,1,2.63,
CIV,FMLE,2,2.63,
DNK,FMLE,1,2.63,
PHL,BTSX,4,2.63,
QAT,FMLE,3,2.63,
ECU,FMLE,5,2.64,
LCA,FMLE,7,2.64,
DZA,BTSX,4,2.65,
CRI,FMLE,3,2.66,
JOR,BTSX,3,2.66,
SRB,BTSX,1,2.66,
CUB,FMLE,2,2.67,
DEU,FMLE,1,2.67,
JOR,BTSX,4,2.67,
MEX,FMLE,7,2.67,
PHL,FMLE,6,2.67,
LCA,FMLE,6,2.67,
TUN,FMLE,2,2.67,
AGO,FMLE,3,2.68,
AUT,FMLE,2,2.68,
BRA,FMLE,2,2.68,
ITA,BTSX,1,2.68,
MDG,FMLE,2,2.68,
OMN,FMLE,8,2.68,
PRY,FMLE,7,2.68,
BHR,FMLE,3,2.69,
CHL,FMLE,6,2.69,
KGZ,FMLE,2,2.69,
PAN,FMLE,8,2.69,
AUT,FMLE,1,2.7,
BHR,FMLE,1,2.7,
BDI,FMLE,2,2.7,
MLT,FMLE,5,2.7,
GTM,FMLE,6,2.71,
RWA,FMLE,3,2.71,
ESP,BTSX,1,2.71,
GRC,FMLE,4,2.72,
IDN,BTSX,3,2.72,
PHL,BTSX,3,2.72,
PHL,MLE,1,2.72,
THA,FMLE,2,2.72,
ALB,BTSX,2,2.73,
ISR,FMLE,2,2.73,
PNG,FMLE,3,2.73,
POL,FMLE,3,2.73,
ETH,FMLE,3,2.74,
SYR,BTSX,4,2.74,
CHN,FMLE,1,2.76,
MLT,FMLE,4,2.76,
MEX,FMLE,3,2.76,
PAN,BTSX,3,2.76,
STP,FMLE,5,2.76,
VEN,BTSX,5,2.76,
DZA,BTSX,6,2.77,
EGY,FMLE,3,2.78,
IRL,FMLE,1,2.78,
SVN,FMLE,1,2.78,
VEN,BTSX,1,2.78,
CMR,FMLE,1,2.79,
JOR,BTSX,5,2.79,
NGA,MLE,1,2.79,
PRT,FMLE,2,2.79,
GBR,FMLE,1,2.79,
GTM,FMLE,2,2.8,
TUR,BTSX,2,2.8,
CYP,BTSX,2,2.81,
MDV,MLE,3,2.81,
SLB,FMLE,2,2.81,
BIH,FMLE,2,2.82,
EGY,FMLE,2,2.82,
GTM,FMLE,7,2.82,
ITA,FMLE,3,2.82,
TLS,FMLE,4,2.82,
MDA,FMLE,2,2.83,
SYR,BTSX,3,2.83,
TON,FMLE,4,2.83,
NPL,FMLE,1,2.84,
PHL,BTSX,5,2.84,
SYR,BTSX,5,2.84,
BEN,FMLE,1,2.86,
DOM,FMLE,5,2.86,
LBN,FMLE,7,2.86,
ROU,FMLE,3,2.86,
TUR,BTSX,1,2.86,
BTN,BTSX,1,2.87,
BRA,FMLE,1,2.87,
BFA,FMLE,1,2.87,
IDN,BTSX,2,2.87,
ETH,BTSX,1,2.88,
MLI,BTSX,1,2.89,
ARG,FMLE,6,2.91,
COD,FMLE,3,2.91,
ARE,FMLE,4,2.91,
LBR,BTSX,1,2.92,
BLZ,FMLE,5,2.93,
BTN,FMLE,3,2.93,
LBY,FMLE,1,2.93,
PRT,BTSX,1,2.93,
CHE,FMLE,1,2.93,
BGD,FMLE,1,2.94,
ECU,FMLE,3,2.94,
TUR,BTSX,5,2.94,
IRN,FMLE,3,2.95,
MRT,BTSX,2,2.95,
SYR,BTSX,2,2.95,
IDN,FMLE,6,2.96,
MKD,BTSX,1,2.96,
SAU,FMLE,2,2.96,
DZA,FMLE,2,2.97,
EGY,FMLE,5,2.98,
MEX,FMLE,2,2.98,
PNG,BTSX,1,2.98,
SDN,FMLE,5,2.98,
MUS,FMLE,3,2.99,
JPN,BTSX,8,20.0,
SYC,MLE,2,20.01,
HND,MLE,7,20.02,
FRA,BTSX,5,20.04,
LUX,BTSX,8,20.04,
HRV,FMLE,7,20.05,
GBR,MLE,4,20.06,
GUY,FMLE,4,20.07,
ZAF,BTSX,7,20.08,
KGZ,MLE,6,20.09,
MNG,BTSX,1,20.1,
GIN,FMLE,5,20.11,
ZAF,MLE,1,20.11,
MKD,MLE,4,20.12,
CIV,FMLE,6,20.13,
CHL,MLE,6,20.15,
CAN,MLE,3,20.16,
MAR,MLE,7,20.16,
SUR,FMLE,2,20.16,
MKD,BTSX,6,20.17,
SRB,MLE,4,20.18,
TCD,FMLE,5,20.2,
NPL,MLE,1,20.21,
CZE,MLE,3,20.22,
JPN,BTSX,4,20.27,
MKD,MLE,5,20.34,
TKM,BTSX,8,20.34,
DOM,MLE,6,20.39,
CAF,FMLE,4,20.4,
GNQ,FMLE,6,20.4,
GUY,FMLE,2,20.4,
MUS,MLE,4,20.4,
MNE,MLE,2,20.41,
NPL,MLE,2,20.41,
RWA,FMLE,6,20.41,
ZWE,FMLE,3,20.44,
KGZ,MLE,4,20.45,
BEL,FMLE,4,20.46,
ALB,FMLE,8,20.48,
AGO,BTSX,4,20.49,
AUT,MLE,3,20.53,
TCD,BTSX,4,20.55,
LCA,MLE,5,20.55,
IND,MLE,4,20.56,
BIH,MLE,4,20.57,
CRI,MLE,4,20.61,
SUR,FMLE,6,20.62,
IND,FMLE,7,20.65,
MYS,BTSX,7,20.65,
MDA,MLE,2,20.67,
LCA,BTSX,7,20.68,
COM,FMLE,6,20.7,
NER,MLE,4,20.71,
